Nama Kost,Wilayah,Harga,Ukuran (m2),Jumlah Fasilitas,Segmen_Pasar,all_facilities_bs
Kost AP Tipe B Tomang Grogol Petamburan Jakarta Barat,Jakarta Barat,Rp 2.400.000,12.0,24,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Sofa; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; Laundry; R. Jemur; R. Santai; Dapur; Balcon; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Apik 28 Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.325.000,7.919999999999999,15,Standar,2.4 x 3.3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Jendela; Bantal; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor & Sepeda
Kost Apik 33 Al Wustho Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 855.000,7.290000000000001,21,Ekonomis,2.7 x 2.7 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Guling; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; Dispenser; TV; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Apik 33 Cempaka Baru Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.235.000,17.6,13,Standar,4.4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Kloset Duduk; K. Mandi Luar; WiFi; R. Tamu; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik 33 Cempaka Baru Tipe B Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.140.000,12.0,16,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Jendela; Kloset Duduk; K. Mandi Luar; WiFi; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik 33 Cempaka Baru Tipe D Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 760.000,9.0,16,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Bak mandi; WiFi; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik 49 Tipe D Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 927.500,6.4399999999999995,11,Ekonomis,2.3 x 2.8 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Kloset Duduk; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Apik 89G Kwitang Tipe A Senen Jakarta Pusat,Jakarta Pusat,Rp 1.083.000,5.670000000000001,22,Ekonomis,2.7 x 2.1 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; Bak mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; TV; Parkir Motor; Parkir Sepeda
Kost Apik 89G Kwitang Tipe B Senen Jakarta Pusat,Jakarta Pusat,Rp 1.037.000,4.41,21,Ekonomis,2.1 x 2.1 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; Bak mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; TV; Parkir Motor; Parkir Sepeda
Kost Apik 89G Kwitang Tipe C Senen Jakarta Pusat,Jakarta Pusat,Rp 975.000,5.04,21,Ekonomis,2.4 x 2.1 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; Bak mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; TV; Parkir Motor; Parkir Sepeda
Kost Apik 89G Kwitang Tipe D Senen Jakarta Pusat,Jakarta Pusat,Rp 925.000,4.5,21,Ekonomis,3 x 1.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; Bak mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; TV; Parkir Motor; Parkir Sepeda
Kost Apik Abputar Tipe A Palmerah Jakarta Barat,Jakarta Barat,Rp 1.725.000,14.4,13,Standar,3.2 x 4.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Rooftop; Parkir Motor & Sepeda
Kost Apik Abputar Tipe B Palmerah Jakarta Barat,Jakarta Barat,Rp 825.000,9.25,12,Ekonomis,3.7 x 2.5 meter; Termasuk listrik; Kasur; Lemari Baju; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Rooftop; Parkir Motor & Sepeda
Kost Apik Acp Unindra 1 Tipe C Pasar Rebo Jakarta Timur,Jakarta Timur,Rp 1.355.000,10.0,12,Standar,4 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Acp Unindra 1 Tipe C Pasar Rebo Jakarta Timur,Jakarta Timur,Rp 1.355.000,10.0,12,Standar,4 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Acp Unindra 1 Tipe C Pasar Rebo Jakarta Timur,Jakarta Timur,Rp 1.355.000,10.0,12,Standar,4 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Acp Unindra 1 Tipe C Pasar Rebo Jakarta Timur,Jakarta Timur,Rp 1.355.000,10.0,12,Standar,4 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Acp Unindra 1 Tipe C Pasar Rebo Jakarta Timur,Jakarta Timur,Rp 1.355.000,10.0,12,Standar,4 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Afifah STAN Bintaro Tipe A Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 927.500,9.0,22,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Aipda Petamburan Tipe A Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.380.000,9.0,10,Standar,3 x 3 meter; Termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Kloset Jongkok; K. Mandi Luar; WiFi; Dapur; Parkir Motor; Parkir Sepeda
Kost Apik Aipda Petamburan Tipe B Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.196.000,10.8,9,Ekonomis,3.6 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Duduk; WiFi; Dapur; Parkir Motor; Parkir Sepeda
Kost Apik Aipda Petamburan Tipe C Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.300.000,9.0,9,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Duduk; WiFi; Dapur; Parkir Motor; Parkir Sepeda
Kost Apik Aipda Petamburan Tipe D Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.100.000,9.0,10,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; WiFi; Dapur; Parkir Motor; Parkir Sepeda
Kost Apik Aksata Residence Binus Anggrek Tipe D Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 1.279.000,9.0,13,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Apik Amalia Tipe A Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 2.025.000,14.0,20,Standar,3.5 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; TV; Parkir Motor & Sepeda
Kost Apik Amalia Tipe B Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 1.875.000,12.0,20,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; TV; Parkir Motor & Sepeda
Kost Apik Amalia Tipe C Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 1.681.000,8.0,20,Standar,2 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; TV; Parkir Motor & Sepeda
Kost Apik Amalia Tipe D Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 1.725.000,6.8999999999999995,20,Standar,2.3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; TV; Parkir Motor & Sepeda
Kost Apik Anggrek 13 Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 1.725.000,6.0,20,Standar,3 x 2 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Laundry; R. Jemur; Dapur; K. Mandi Luar; Parkir Motor; Parkir Motor & Sepeda
Kost Apik Anggrek IV Perbanas Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 1.725.000,12.0,20,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Jongkok; K. Mandi Luar; Bak mandi; WiFi; R. Tamu; R. Makan; R. Jemur; Dapur; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Apik Anggrek IV Perbanas Tipe B Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 1.375.000,12.0,20,Ekonomis,4 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Jongkok; K. Mandi Luar; Bak mandi; WiFi; R. Tamu; R. Makan; R. Jemur; Dapur; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Apik Anis Tipe A Makasar Jakarta Timur,Jakarta Timur,Rp 811.440,9.0,16,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Kloset Jongkok; K. Mandi Luar; Bak mandi; WiFi; Kulkas; R. Tamu; Mesin Cuci; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Asih Tipe B Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 1.225.000,12.0,20,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Apik Aura Kwitang Tipe A Senen Jakarta Pusat,Jakarta Pusat,Rp 1.525.000,5.0,14,Standar,2 x 2.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Jemur; Parkir Motor & Sepeda
Kost Apik Ayu Kencana Tipe A Beji Depok,Depok,Rp 970.000,9.990000000000002,19,Ekonomis,3.7 x 2.7 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Ayu Kencana Tipe B Beji Depok,Depok,Rp 925.000,8.64,19,Ekonomis,3.2 x 2.7 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Ayu Kencana Tipe C Beji Depok,Depok,Rp 880.000,8.100000000000001,19,Ekonomis,3 x 2.7 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Ayu Kencana Tipe D Beji Depok,Depok,Rp 835.000,8.64,19,Ekonomis,3.2 x 2.7 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Az Zahra Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Rp 853.000,8.8,18,Ekonomis,2.2 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kipas Angin; Kloset Duduk; K. Mandi Luar; Bak mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Az Zahra Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Rp 853.000,8.8,18,Ekonomis,2.2 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kipas Angin; Kloset Duduk; K. Mandi Luar; Bak mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Az Zahra Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Rp 853.000,8.8,18,Ekonomis,2.2 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kipas Angin; Kloset Duduk; K. Mandi Luar; Bak mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Az Zahra Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Rp 853.000,8.8,18,Ekonomis,2.2 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kipas Angin; Kloset Duduk; K. Mandi Luar; Bak mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik Bahari Tipe A Cakung Jakarta Timur,Jakarta Timur,Rp 975.000,9.0,10,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Ventilasi; Bantal; Dapur Pribadi; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; Penjaga Kos; Parkir Motor & Sepeda
Kost Apik Bali Kukusan Tipe A Beji Depok,Depok,Rp 745.000,8.959999999999999,18,Ekonomis,3.2 x 2.8 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Cermin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor; Parkir Sepeda
Kost Apik Bali Kukusan Tipe B Beji Depok,Depok,Rp 835.000,10.8,19,Standar,3.6 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Kipas Angin; Bantal; Cermin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor; Parkir Sepeda
Kost Apik Bangau V Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.525.000,10.0,21,Standar,4.0 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; Mesin Cuci; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Apik Bangau V Tipe B Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.275.000,10.0,18,Ekonomis,4.0 x 2.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Cermin; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; Mesin Cuci; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Apik Barakah Tipe A Cilincing Jakarta Utara,Jakarta Utara,Rp 1.615.000,16.650000000000002,21,Standar,4.5 x 3.7 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Kipas Angin; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Apik Barakah Tipe B Cilincing Jakarta Utara,Jakarta Utara,Rp 1.140.000,12.0,19,Ekonomis,4 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Jendela; Kipas Angin; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Apik Barakah Tipe C Cilincing Jakarta Utara,Jakarta Utara,Rp 1.012.000,8.75,20,Ekonomis,3.5 x 2.5 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Kipas Angin; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Apik Barakah Tipe D Cilincing Jakarta Utara,Jakarta Utara,Rp 1.450.000,8.75,18,Standar,3.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Apik Beringin 37 Tipe A Cipayung Jakarta Timur,Jakarta Timur,Rp 775.000,80.0,15,Ekonomis,3.2 x 25 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Apik BINUS Anggrek 46 Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 927.500,9.0,17,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Kipas Angin; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Penjaga Kos; R. Jemur; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik BINUS Anggrek Tipe B Palmerah Jakarta Barat,Jakarta Barat,Rp 1.070.000,6.0,16,Ekonomis,3 x 2 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; Bak mandi; WiFi; R. Tamu; R. Jemur; Parkir Motor; Parkir Sepeda
Kost Apik BINUS Anggrek Tipe C Palmerah Jakarta Barat,Jakarta Barat,Rp 1.307.500,6.0,14,Ekonomis,3 x 2 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Ember mandi; WiFi; R. Tamu; R. Jemur; Parkir Motor; Parkir Sepeda
Kost Apik Bright Tipe A Johar Baru Jakarta Pusat,Jakarta Pusat,Rp 1.313.000,9.0,11,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Guling; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower
Kost Apik Bright Tipe B Johar Baru Jakarta Pusat,Jakarta Pusat,Rp 991.000,9.0,17,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Guling; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Parkir Sepeda; Parkir Motor & Sepeda
Kost Apik Bu Tomo Tipe A Makasar Jakarta Timur,Jakarta Timur,Rp 799.250,6.25,14,Ekonomis,2.5 x 2.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Jemur; Dapur; Parkir Motor; Parkir Sepeda
Kost Apik Bugenvil Tipe B Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.450.000,12.0,19,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Rooftop; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Bugenvil Tipe C Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.355.000,9.0,18,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Rooftop; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Bugenvil Tipe F Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.325.000,10.2,19,Standar,3 x 3.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Bantal; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Rooftop; TV; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Bugenvil Tipe G Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.212.500,10.5,17,Standar,3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Dapur; Rooftop; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Bugenvil Tipe H Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 825.000,7.5,15,Ekonomis,3 x 2.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Jendela; Bantal; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Dapur; Rooftop; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Apik Cempaka 15 Tipe A Cempaka Putih Jakarta Pusat,Jakarta Pusat,Rp 875.000,8.4,13,Ekonomis,4.2 x 2 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; WiFi; R. Jemur; Jemuran; Parkir Motor & Sepeda
Kost Apik Cera 42 Tipe A Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 807.000,9.0,13,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; Penjaga Kos; R. Jemur; Jemuran; Parkir Motor & Sepeda
Kost Apik Cherry Tipe A Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 700.000,7.0200000000000005,23,Premium,2.7 x 2.6 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; TV; Jemuran; Parkir Motor & Sepeda
Kost Apik Cilenggang 18 Tipe A Serpong Tangerang Selatan,Tangerang Selatan,Rp 785.000,9.600000000000001,11,Ekonomis,3.2 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Dapur; Parkir Motor & Sepeda
Kost Apik Cirendeu UMJ Tipe A Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 825.000,7.25,16,Ekonomis,2.9 x 2.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; Penjaga Kos; K. Mandi Luar; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik Cirendeu UMJ Tipe B Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 709.000,7.25,14,Ekonomis,2.9 x 2.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; WiFi; Penjaga Kos; CCTV; Parkir Motor; Parkir Sepeda
Kost Apik Cuba 10 Tipe A Serpong Tangerang Selatan,Tangerang Selatan,Rp 1.625.000,10.92,25,Standar,3.9 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; K. Mandi Luar; CCTV; Rice Cooker; Jemuran; Parkir Motor; Parkir Sepeda
